,sku,name,desc,price,promo_price,in_stock,type
2004,PAC0741,Kingston V300 SSD expansion kit 480GB + 16GB 1600Mhz RAM for Mac mini 2012,SSD upgrade kit 480GB + 16GB 1600Mhz RAM for Mac mini Late 2012 tools,369.56,334.5844,0,1433
2005,PAC0712,Samsung SSD 850 expansion kit EVO 500GB + 8GB RAM 1066Mhz + Datadoubler for iMac and Mac mini 2009 2009,SSD upgrade kit 500GB + Datadoubler Mac Mini 2009 iMac 20 Early / Mid 2009 iMac 24 Early 2009 and Late 2009 iMac 27 inch tools,395.96,311.5847,1,1433
2006,PAC0713,Samsung SSD 850 expansion kit PRO 512GB + 8GB RAM 1066Mhz + Datadoubler for iMac and Mac mini 2009 2009,Upgrade kit 512GB SSD + Datadoubler Mac Mini 2009 iMac 20 Early / Mid 2009 iMac 24 Early 2009 iMac 215 inches and 27 inches tools Late 2009,465.96,392.5845,1,1433
2007,PAC0740,Samsung EVO SSD expansion kit 250GB + 16GB 1600Mhz RAM for Mac mini 2012,SSD upgrade kit 250GB + 16GB 1600Mhz RAM for Mac mini Late 2012,3269.592,289.5845,1,1433
2008,PAC0718,Samsung SSD 850 expansion kit PRO 1TB + 8GB RAM 1066Mhz + Datadoubler for iMac and Mac mini 2009 2009,SSD upgrade kit 1TB + 8GB RAM 1066Mhz + Datadoubler Mac Mini Early / Late 2009 and Early 2009 iMac 20 inches 24 inches iMac Early 2009 iMac 21.5 inches and 27 inches tools Late 2009,695.96,601.5842,0,1433
2009,PAC0745,Samsung EVO SSD expansion kit 500GB + 16GB 1600Mhz RAM for Mac mini 2012,SSD upgrade kit 500GB + 16GB 1600Mhz RAM for Mac mini Late 2012 tools,3989.592,336.5845,1,1433
2010,PAC0746,Kit PRO 512GB Samsung SSD expansion + 16GB 1600Mhz RAM for Mac mini 2012,SSD upgrade kit 512GB + 16GB 1600Mhz RAM for Mac mini Late 2012,4689.592,41.85850000000001,1,1433
2011,PAC0748,"expansion kit 250GB + SSD Crucial MX200 installation kit iMac 215 ""Mid 2011",Crucial MX200 250GB SSD + iMac installation kit 215 inch Mid 2011.,159.98,137.9896,0,1433
2012,PAC0749,"Samsung SSD 850 expansion kit EVO 250GB iMac 215 ""2011",250GB SSD expansion to 215 inch Mid 2011 iMac tools kit,168.98,125.5847,1,1433
2013,PAC0754,"Samsung SSD 850 expansion kit EVO 500GB iMac 215 ""2011",Upgrade kit for iMac 500GB SSD 215 inch Mid 2011 with tools,240.98,173.58419999999998,1,1433
2014,PAC0755,"Samsung SSD 850 expansion kit PRO 512GB iMac 215 ""2011",Upgrade kit for 512GB SSD 215 inch Mid 2011 iMac tools,310.98,25.4584,1,1433
2015,MOS0088,"Moshi iVisor MacBook Pro Retina screen protector 13 """,MacBook Pro Retina screen protector 13 inch anti glare.,37.0,34.9932,0,13835403
2016,RAI0015,Rain Design MTower support MacBook Air / Pro,Aluminum support for MacBook Pro and MacBook Air,59.99,49.9899,1,8696
2017,JMO0056,Just Mobile AluBolt Stand with Lightning iPhone iPad and iPod,Support for iPhone iPad and iPod with dock connector base and Lightning.,49.95,44.9878,0,5720
2018,MUV0153,Muvit selfie Pack (Trigger + extendable monopod) iPhone,Bluetooth + Trigger Pack extendible monopod for iPhone.,39.95,0.2299,0,11905404
2019,RAI0016,Rain Design iLevel2 MacBook Support,Adjustable aluminum bracket height compatible with all MacBook,84.99,66.9904,1,8696
2020,JMO0075,Just Mobile Highway Car Charger Max 2 USB Lightning,Car charger with two USB ports and Lightning Cable for iPhone iPad and iTouch.,39.99,34.9932,0,13615399
2021,RAI0018,"Rain Design Mbase Support for iMac 27 """,Minimalist support lifting drawer iMac 27,84.99,74.9898,1,8696
2022,PHI0049,Philips Hue LightStrips September 2 LED strips 2m + Bridge,HUE Starter Kit: Set of 2 LED strips with Bridge for iPhone and iPad.,199.99,149.9916,0,11905404
2023,PHI0050,Philips Hue LightStrips independent LED strip,LED strip Hue expansion.,89.99,7.4899000000000004,0,11905404
2024,PHI0051,Hue Philips Living Colors Bloom Bloom Sept. 2 + Bridge,Starter Kit: Set of 2 LED Bulbs Bloom HUE's Bridge for iPhone and iPad.,179.99,174.99020000000002,0,11905404
2025,PHI0052,Philips Hue Bloom separate light lamp,LED lamp Hue color system works with app,59.95,58.9899,1,11905404
2026,PHI0053,Hue Philips Living Colors Bloom Iris in September + Bridge,Starter Kit: Light Living Colors Bloom Iris Bridge for iPhone and iPad.,139.99,12.4993,0,11905404
2027,PHI0054,Philips Hue independent iris lamp light,Hue lamp rainbow with music synchronization and pelóculas,79.95,75.8997,1,11905404
2028,PHI0055,Philips HUE TAP switch to control scenes,Intelligent wireless switch to Philips HUE.,59.99,54.89770000000001,0,11905404
2029,PAC0622,Samsung SSD 850 expansion kit EVO 500GB + Datadoubler for MacBook / MacBook Pro from 2008 to 2012,SSD upgrade kit 500GB for 2008-2010 Macbook and Macbook Pro Tools 2008-2012,287.98,18.958399999999997,1,1433
2030,BEL0142,Belkin WeMO Smart Switch,Switch to control energy consumption iPad App for iPhone and iPod,49.99,42.9913,0,11905404
2031,HGD0021,"Henge Docks Docking Station MacBook Pro Retina 15 """,Dock for Macbooks Retina 15 inches.,129.99,129.99030000000002,0,8696
2032,LEE0007,Leef iBridge PenDrive 16GB USB 2.0 Black Lightning,PenDrive USB 2.0 and Lightning 16GB for iPhone and iPad.,59.99,52.9895,0,42945397
2033,TOS0018,"Toshiba Canvio Basic Hard Disk 1TB USB 3.0 25 ""Black",25-inch External Hard Drive 1TB USB 3.0 for Mac and PC.,58.99,48.994099999999996,1,11935397
2034,MOS0058,"PalmGuard Moshi protector Macbook Air 13 """,Handrests protector Macbook 13 inches.,19.99,19.9892,0,13835403
2035,MBI0010,Mobility Lab Mouse White Apple,Mouse pad as Apple logo.,19.9,16.9896,0,12355400
2036,NTE0083,Maxpower NewerTech eSATA PCIe controller SATA 6Gb,ESATA PCIe adapter card for Mac Pro 2006-2012.,60.99,29.9899,0,1276
2037,DLK0092,D-Link Wireless Smart Plug Smart Plug,Plug appliances intelligent controller app for iPhone and iPad.,54.99,4.4989,1,11905404
2038,WAC0148-A,Open - Wacom Intuos Creative Stylus 2,Professional pointer for iPad.,79.99,45.3543,0,1298
2039,CEL0020,Celly Ambo Luxury Leather Case + iPhone 6 Case Black,Cover and housing together with magnet for iPhone 6.,,39.990500000000004,0,11865403
2040,ACM0033,"Acme Skinny Sleeve Case MacBook Air / Pro 13 ""Black",Neoprene Sleeve for MacBook Air / Pro 13-inch.,34.95,23.9895,0,13835403
2041,BEL0175,Belkin WeMO Led Lighting LED Bulbs Sept. 2 + WeMO Link,Set of 2 LED Smart Bulbs + Wemo Link Control for iPhone and iPad.,79.99,76.98989999999999,1,11905404
2042,CEL0007,Celly Wallet Case with removable cover Black iPhone 6,Case Book for iPhone 6 card case type.,,12.8998,0,11865403
2043,CEL0012,Celly Silicone Hard Shell iPhone 6 Blue,Hard Shell Silicone iPhone 6.,,0.0499,0,11865403
2044,CEL0014,Celly Silicone Hard Shell iPhone 6 Amarillo,Hard Shell Silicone iPhone 6.,,5.9895000000000005,0,11865403
2045,BEL0180,Belkin NetCam WeMO WiFi HD night vision,HD security camera with night vision and controllable motion detector for iPhone and iPad,149.99,149.9916,0,9094
2046,BEL0176,Belkin WeMO Insight Power Control Switch,Intelligent switch controller electrical devices from iPhone and iPad,59.99,3.5989,1,11905404
2047,BEL0177,Belkin WeMO A60 10W E27 bulb independent,Smart LED bulb with iPhone and iPad App.,29.99,29.9899,1,11905404
2048,BEL0178,Belkin WeMO Maker Controller / Sensor / Management Tool,WeMO connected controller for iPhone and iPad objects.,79.99,79.9931,0,11905404
2049,CEL0015,Celly fur-lined Powerbank battery 4000mAh Black,Leather-wrapped External Battery 4000mAh for iPhone iPad and iPod.,,23.9895,0,1515
2050,NTE0084,NewerTech Maxpower 2-port USB / eSATA PCIe 2.0 Host for Mac OS X 10.8.3 and later,ESATA PCIe adapter card and USB 3.0 for Mac Pro 2006-2012.,181.99,114.98989999999999,0,1276
2051,CEL0018,Celly Wallet Leather Case cover Black iPhone 6,Card case with transparent protective cover for iPhone 6.,,29.4877,0,11865403
2052,CEL0023,Celly Ambo Luxury Leather Case + Case Gold iPhone 6,Cover and housing together with magnet for iPhone 6.,,32.9894,0,11865403
2053,CEL0025,Celly Ambo Luxury Leather Case + Case iPhone 6 / 6S Red Plus,Cover and housing together with magnet for iPhone 6 Plus.,,44.9878,0,11865403
2054,LEE0008,Leef iBridge PenDrive 32GB USB 2.0 Black Lightning,PenDrive 32GB USB 2.0 and Lightning for iPhone and iPad.,79.99,0.6999,0,42945397
2055,QNA0077,QNAP TS-431 + NAS Mac and PC,Four-bay NAS Server for Mac and PC.,398.09,259.9891,0,12175397
2056,LEE0009,Leef iBridge PenDrive 64GB USB 2.0 Black Lightning,PenDrive 64GB USB 2.0 and Lightning for iPhone and iPad.,119.99,107.2798,0,42945397
2057,WIT0020,Withings Home HD camera,HD surveillance camera viewing angle of 135 degrees sensor accelerometer air quality and night vision,199.95,189.9906,0,9094
2058,SEA0071,"Seagate Backup Plus Slim 1TB External Hard Drive 2.5 ""USB 3.0 Red",lightweight external hard drive and ultrathin 25-inch 1TB USB 3.0 for Mac and PC.,80.0,69.9864,0,11935397
2059,SEA0072,"Seagate Backup Plus Slim External Hard Drive 2TB 2.5 ""USB 3.0 Black",lightweight external hard drive and 25-inch ultra-thin 2TB USB 3.0 for Mac and PC.,109.99,99.79350000000001,0,11935397
2060,ADN0028,Adonit Jot Stylus Mini 2.0 Plata,Mini Pointer for iPhone and iPad.,19.99,19.9904,0,1229
2061,SEA0073,"Seagate Backup Plus Slim External Hard Drive 2TB 2.5 ""USB 3.0 Plata",lightweight external hard drive and 25-inch ultra-thin 2TB USB 3.0 for Mac and PC.,110.0,98.9901,0,11935397
2062,SEA0068,"Seagate Backup Plus Slim 1TB External Hard Drive 2.5 ""USB 3.0 Black",lightweight external hard drive and ultrathin 25-inch 1TB USB 3.0 for Mac and PC.,69.99,6.979400000000001,0,11935397
2063,SEA0070,"Seagate Backup Plus Slim 1TB External Hard Drive 2.5 ""USB 3.0 Blue",lightweight external hard drive and ultrathin 25-inch 1TB USB 3.0 for Mac and PC.,80.0,69.9864,0,11935397
2064,SEA0074,"Seagate Backup Plus Slim External Hard Drive 2TB 2.5 ""USB 3.0 Blue",lightweight external hard drive and 25-inch ultra-thin 2TB USB 3.0 for Mac and PC.,109.99,100.7942,0,11935397
2065,QNA0080,QNAP TS-251 NAS server Mac and PC,2-bay NAS server for Mac and ideal for home and office PC.,252.89,232.9891,0,12175397
2066,PAC0797,QNAP TS-451 Pack | 4GB RAM | Seagate Desktop 16TB,Pack QNAP TS-451 with 4GB of memory RAM + 16TB Seagate Desktop for Mac and PC.,1022.61,939.9897,0,12175397
2067,PAC0803,Pack QNAP TS-251 | WD 4TB Network,Pack QNAP TS-251 + 4TB WD Hard Drive Network for Mac and PC.,470.89,416.99019999999996,0,12175397
2068,LMP0016,"LMP DataPort External Enclosure 2.5 ""USB 3.0",external enclosure USB 2.5 inch disks 3.0.,29.99,26.9903,1,12995397
2069,LMP0018,LMP iToolkit tool kit,20 tools Kit for MacBook and MacBook Pro iPhone iPod iPad.,29.99,29.899099999999997,0,14305406
2070,PAC0800,Pack QNAP TS-251 | Seagate 4TB Desktop,Pack QNAP TS-251 + 4TB Seagate Desktop for Mac and PC.,432.87,370.9896,0,12175397
2071,QNA0081,QNAP TS-251 | 4GB RAM Mac and PC Server Nas,2-bay NAS server for Mac and PC.,398.0,299.8997,0,12175397
2072,PAC0801,Pack QNAP TS-251 | 6TB Seagate Desktop,Pack QNAP TS-251 + 6TB of Seagate Desktop for Mac and PC.,476.89,418.9903,0,12175397
2073,PAC0802,Pack QNAP TS-251 | 8TB Seagate Desktop,Pack QNAP TS-251 + 8TB Seagate Hard Drive Desktop for Mac and PC.,5108.693,490.99019999999996,0,12175397
2074,PAC0804,Pack QNAP TS-251 | WD 6TB Network,Pack QNAP TS-251 + WD 6TB Network for Mac and PC.,510.89,458.99050000000005,0,12175397
2075,APP0934,"Apple MacBook Air 11 ""i5 16 Ghz | 4GB RAM | 128GB Flash",laptop MacBook Air 11 inches 16GHz 128GB (MJVM2Y / A).,999.0,931.9903999999999,0,1282
2076,APP0935,"Apple MacBook Air 11 ""i5 16 Ghz | 8GB RAM | 128GB Flash",laptop MacBook Air 11 inch i5 8GB RAM 128GB Flash (MJVM2Y / A).,1119.0,1044.9899,0,1282
2077,APP0936,"Apple MacBook Air 11 ""i7 22 Ghz | 4GB RAM | 128GB Flash",Laptop MacBook Air 11-inch i7 22 Ghz 128GB Flash (MJVM2Y / A).,1119.0,1044.9899,0,1282
2078,APP0937,"Apple MacBook Air 11 ""i7 22 Ghz | 8GB RAM | 128GB Flash",laptop MacBook Air 11 inch i7 22GHz 8GB RAM 128GB Flash (MJVM2Y / A).,1239.0,1156.9899,0,1282
2079,APP0938,"Apple MacBook Air 11 ""i5 16 Ghz | 4GB RAM | 256GB Flash",laptop MacBook Air 11 inch i5 16GHz 4GB 256GB Flash RAM (MJVP2Y / A).,1249.0,1171.5849,0,1282
2082,APP0941,"Apple MacBook Air 11 ""i5 16 Ghz | 8GB RAM | 512GB Flash",laptop MacBook Air 11 inch i5 16GHz 8GB RAM 512GB Flash (MJVP2Y / A).,1729.0,1612.9904999999999,0,1282
2085,APP0942,"Apple MacBook Air 11 ""i7 22 Ghz | 4GB RAM | 256GB Flash",laptop MacBook Air 11 inch i7 22GHz 4GB 256GB Flash RAM (MJVP2Y / A) with extended processor.,1369.0,1277.9899,0,1282
2088,APP0943,"Apple MacBook Air 11 ""i7 22 Ghz | 8GB RAM | 256GB Flash",laptop MacBook Air 11 inch i7 22GHz 8GB RAM 256GB Flash (MJVP2Y / A) with processor and RAM expansion.,1489.0,1389.9898999999998,0,1282
2091,APP0944,"Apple MacBook Air 11 ""i7 22 Ghz | 4GB RAM | 512GB Flash",Laptop MacBook Air 11-inch i7 22 Ghz 512GB Flash (MJVP2Y / A).,1729.0,1612.9904999999999,0,1282
2094,APP0945,"Apple MacBook Air 11 ""i7 22 Ghz | 8GB RAM | 512GB Flash",laptop MacBook Air 11 inch i7 22GHz 8GB RAM 512GB Flash (MJVP2Y / A).,1849.0,17.259900000000002,0,1282
2097,APP0932-A,"(Open) Apple MacBook Air 11 ""i5 16 Ghz | 4GB RAM | 256GB Flash",laptop MacBook Air 11 inch i5 16GHz 4GB 256GB Flash RAM (MJVP2Y / A).,1249.0,936.5844999999999,0,1282
2100,IHE0010,iHealth Monitor Activity and Sleep,Monitor activity and sleep with wrist strap and clip.,59.99,39.9784,0,11905404
2101,APP0939,"Apple MacBook Air 11 ""i5 16 Ghz | 8GB RAM | 256GB Flash",laptop MacBook Air 11 inch i5 16 Ghz 8GB RAM 256GB Flash (MJVP2Y / A).,1369.0,1277.9899,0,1282
2104,APP0940,"Apple MacBook Air 11 ""i5 16 Ghz | 4GB RAM | 512GB Flash",laptop MacBook Air 11 inch i5 16 GHz 4GB 512GB Flash RAM (MJVP2Y / A).,1609.0,1500.9904999999999,0,1282
2107,IHE0011,Pack iHealth scale + Activity Monitor,Pack Scale + Activity Monitor and dream App for iPhone iPad and iPod Touch.,129.99,80.9853,0,11905404
2108,GRT0363,Adidas armband Griffin iPhone 7 Plus / 6s Plus / 6 Plus Black / Blue,Bracelet sport and activity screensaver for iPhone 7 Plus / 6s Plus / 6 Plus.,29.99,29.899099999999997,0,5405
2109,BEL0181,Belkin Thunderbolt Express HD Hub 2,Dock Thunderbolt 2 (10Gbps) 4K resolution video and cable included for Mac and PC,249.99,209.98950000000002,1,12995397
2110,APP0958,"Apple MacBook Pro Retina 13 ""i5 27 Ghz | 8GB RAM | 128GB Flash",New MacBook Pro 13-inch Retina screen i5 128GB RAM 8GB Flash 27GHz (MF839Y / A).,1449.0,13.0559,0,1282
2115,APP0963,"Apple MacBook Pro Retina 13 ""i7 3GHz | RAM 16GB | 128GB Flash",New MacBook Pro 13-inch Retina Display i7 3GHz 16GB RAM 128GB Flash (MF839Y / A).,2049.0,1953.5848999999998,0,1282
2120,APP1939,"Apple MacBook Pro Retina 13 ""Core i5 27 Ghz | 8GB RAM | 256GB Flash (MF839Y / A)",MacBook Pro 13-inch Retina display 27 Ghz i5 | 8GB RAM | 256GB Flash (MF839Y / A),1689.0,1611.5845000000002,0,1282
2125,APP1940,"Apple MacBook Pro Retina 13 ""i5 27 Ghz | RAM 16GB | 256GB Flash (MF839Y / A)",MacBook Pro 13-inch Retina display 27 Ghz i5 | 16GB RAM | 256GB Flash (MF839Y / A),1924.0,1833.5844,0,1282
2130,APP1941,"Apple MacBook Pro Retina 13 ""Core i5 29Ghz | RAM 16GB | 256GB Flash (MF839Y / A)",MacBook Pro 13-inch Retina display 29 Ghz i5 | 16GB RAM | 256GB Flash (MF839Y / A),2049.0,1953.5848999999998,0,1282
2135,APP1942,"Apple MacBook Pro Retina 13 ""Core i7 3GHz | RAM 16GB | 256GB Flash (MF839Y / A)",MacBook Pro 13-inch Retina Display i7 3GHz | 16GB RAM | 256GB Flash (MF839Y / A),2289.0,218.1584,0,1282
2140,APP1943,"Apple MacBook Pro Retina 13 ""Core i5 29Ghz | 8GB RAM | 256GB Flash (MF839Y / A)",MacBook Pro 13-inch Retina display 29 Ghz i5 | 8GB RAM | 256GB Flash (MF839Y / A),1809.0,1725.5846,0,1282
2145,APP1944,"Apple MacBook Pro Retina 13 ""Core i7 3GHz | 8GB RAM | 256GB Flash (MF839Y / A)",MacBook Pro 13-inch Retina Display i7 3GHz | 8GB RAM | 256GB Flash (MF839Y / A),2049.0,1953.5848999999998,0,1282
2150,APP1945,"Apple MacBook Pro Retina 13 ""Core i5 27 Ghz | 8GB RAM | 512GB Flash (MF839Y / A)",MacBook Pro 13-inch Retina display 27 Ghz i5 | 8GB RAM | 512GB Flash (MF839Y / A),1929.0,1839.5848,0,1282
2155,APP1946,"Apple MacBook Pro Retina 13 ""Core i5 27 Ghz | RAM 16GB | 512GB Flash (MF839Y / A)",MacBook Pro 13-inch Retina display 27 Ghz i5 | 16GB RAM | 512GB Flash (MF839Y / A),2169.0,2005.5944,0,1282
2160,APP1947,"Apple MacBook Pro Retina 13 ""Core i5 29Ghz | RAM 16GB | 512GB Flash (MF839Y / A)",MacBook Pro 13-inch Retina display 29 Ghz i5 | 16GB RAM | 512GB Flash (MF839Y / A),2289.0,218.1584,0,1282
2165,APP1948,"Apple MacBook Pro Retina 13 ""Core i7 3GHz | RAM 16GB | 512GB Flash (MF839Y / A)",MacBook Pro 13-inch Retina Display i7 3GHz | 16GB RAM | 512GB Flash (MF839Y / A),2529.0,2409.5843,0,1282
2170,APP1949,"Apple MacBook Pro Retina 13 ""Core i5 29Ghz | 8GB RAM | 512GB Flash (MF839Y / A)",MacBook Pro 13-inch Retina display 29 Ghz i5 | 8GB RAM | 512GB Flash (MF839Y / A),2049.0,1953.5848999999998,0,1282
2175,APP1950,"Apple MacBook Pro Retina 13 ""Core i7 3GHz | 8GB RAM | 512GB Flash (MF839Y / A)",MacBook Pro 13-inch Retina Display i7 3GHz | 8GB RAM | 512GB SSD (MF839Y / A),2289.0,218.1584,0,1282
2180,APP1951,"Apple MacBook Pro Retina 13 ""Core i5 27 Ghz | 8GB RAM | 1TB Flash (MF839Y / A)",MacBook Pro 13-inch Retina display 27 Ghz i5 | 8GB RAM | 1TB Flash (MF839Y / A),2409.0,2295.5842000000002,0,1282
2185,APP1952,"Apple MacBook Pro Retina 13 ""Core i5 27 Ghz | 16GB RAM | 1TB Flash (MF839Y / A)",MacBook Pro 13-inch Retina display 27 Ghz i5 | 16GB RAM | 1TB Flash (MF839Y / A),2649.0,2523.5845,0,1282
2190,APP1953,"Apple MacBook Pro Retina 13 ""Core i5 29Ghz | 16GB RAM | 1TB Flash (MF839Y / A)",MacBook Pro 13-inch Retina display 29 Ghz i5 | 16GB RAM | 1TB Flash (MF839Y / A),2769.0,2637.5846,0,1282
2195,APP1954,"Apple MacBook Pro Retina 13 ""Core i7 3GHz | 16GB RAM | 1TB Flash (MF839Y / A)",MacBook Pro 13-inch Retina Display i7 3GHz | 16GB RAM | 1TB Flash (MF839Y / A),3009.0,2805.5942999999997,0,1282
2200,APP1955,"Apple MacBook Pro Retina 13 ""Core i5 29Ghz | 8GB RAM | 1TB Flash (MF839Y / A)",MacBook Pro 13-inch Retina display 29 Ghz i5 | 8GB RAM | 1TB Flash (MF839Y / A),2539.0,2418.5843,0,1282
2205,APP0948,"Apple MacBook Air 13 ""i7 22 Ghz | 4GB RAM | 128GB Flash",laptop MacBook Air 13 inch i7 22GHz 4GB 128GB Flash RAM (MJVE2Y / A).,1219.0,1137.9905,0,1282
2206,APP0946,"Apple MacBook Air 13 ""i5 16 Ghz | 4GB RAM | 128GB Flash",laptop MacBook Air 13 inch i5 16GHz 4GB 128GB Flash RAM (MJVE2Y / A).,1099.0,9.9999,0,1282
2207,APP0949,"Apple MacBook Air 13 ""i7 22 Ghz | 8GB RAM | 128GB Flash",laptop MacBook Air 13 inch i7 22GHz 8GB RAM 128GB Flash (MJVE2Y / A).,1339.0,1248.9898,0,1282
2208,APP0947,"Apple MacBook Air 13 ""i5 16 Ghz | 8GB RAM | 128GB Flash",laptop MacBook Air 13 inch i5 16GHz 8GB RAM 128GB Flash (MJVE2Y / A).,1219.0,999.9924000000001,0,1282
2209,APP0950,"Apple MacBook Air 13 ""i5 16 Ghz | 4GB RAM | 256GB Flash",laptop MacBook Air 13 inch i5 16GHz 4GB 256GB Flash RAM (MJVG2Y / A).,1349.0,1308.9901,0,1282
2210,APP0951,"Apple MacBook Air 13 ""i5 16 Ghz | 8GB RAM | 256GB Flash",laptop MacBook Air 13 inch i5 16GHz 8GB RAM 256GB Flash (MJVG2Y / A).,1469.0,1424.9928,0,1282
2211,APP0953,"Apple MacBook Air 13 ""i5 16 Ghz | 8GB RAM | 512GB Flash",laptop MacBook Air 13 inch i5 16GHz 8GB RAM 512GB Flash (MJVG2Y / A).,1829.0,1773.9931,0,1282
2212,APP0955,"Apple MacBook Air 13 ""i7 22 Ghz | 8GB RAM | 256GB Flash",laptop MacBook Air 13 inch i7 22GHz 8GB RAM 256GB Flash (MJVG2Y / A).,1589.0,1548.5822,0,1282
2213,APP0957,"Apple MacBook Air 13 ""i7 22 Ghz | 8GB RAM | 512GB Flash",laptop MacBook Air 13 inch i7 22GHz 8GB RAM 512GB Flash (MJVG2Y / A).,1949.0,189.0988,0,1282
2214,APP0952,"Apple MacBook Air 13 ""i5 16 Ghz | 4GB RAM | 512GB Flash",laptop MacBook Air 13 inch i5 16GHz 4GB 512GB Flash RAM (MJVG2Y / A).,1709.0,1657.9904000000001,0,1282
2215,APP0954,"Apple MacBook Air 13 ""i7 22 Ghz | 4GB RAM | 256GB Flash",laptop MacBook Air 13 inch i7 22GHz 4GB 256GB Flash RAM (MJVG2Y / A).,1469.0,1424.9928,0,1282
2216,APP0956,"Apple MacBook Air 13 ""i7 22 Ghz | 4GB RAM | 512GB Flash",laptop MacBook Air 13 inch i7 22GHz 4GB 512GB Flash RAM (MJVG2Y / A).,1829.0,1773.9931,0,1282
2217,APP0959,"Apple MacBook Pro Retina 13 ""i5 27 Ghz | RAM 16GB | 128GB Flash",New MacBook Pro 13-inch Retina display 16GB RAM 128GB 27GHz i5 Flash (MF839Y / A).,1689.0,1611.5845000000002,0,1282
2222,APP0960,"Apple MacBook Pro Retina 13 ""i5 29 Ghz | 8GB RAM | 128GB Flash",New MacBook Pro 13-inch Retina screen i5 128GB RAM 8GB Flash 29Ghz (MF839Y / A).,1569.0,1497.5843,0,1282
2227,APP0961,"Apple MacBook Pro Retina 13 ""i5 29 Ghz | RAM 16GB | 128GB Flash",New MacBook Pro 13-inch Retina display 16GB RAM 128GB 29Ghz i5 Flash (MF839Y / A).,1809.0,1725.5846,0,1282
2232,APP0962,"Apple MacBook Pro Retina 13 ""i7 3GHz | 8GB RAM | 128GB Flash",New MacBook Pro Retina 13-inch screen 8GB RAM 128GB i7 3GHz Flash (MF839Y / A).,1809.0,1725.5846,0,1282
2237,APP0964,"Apple MacBook Pro Retina 13 ""i5 27 Ghz | 8GB RAM | 256GB Flash",New MacBook Pro 13-inch Retina screen i5 256GB RAM 8GB Flash 27GHz (MF840Y / A).,1649.0,1537.9898999999998,0,1282
2238,APP0965,"Apple MacBook Pro Retina 13 ""i5 27 Ghz | RAM 16GB | 256GB Flash",New MacBook Pro 13-inch Retina display 16GB RAM 256GB 27GHz i5 Flash (MF840Y / A).,1889.0,17.6399,0,1282
2239,APP0966,"Apple MacBook Pro Retina 13 ""i5 29 Ghz | 8GB RAM | 256GB Flash",New MacBook Pro 13-inch Retina screen i5 256GB RAM 8GB Flash 29Ghz (MF840Y / A).,1769.0,1649.9898999999998,0,1282
2240,APP0967,"Apple MacBook Pro Retina 13 ""i5 29 Ghz | RAM 16GB | 256GB Flash",New MacBook Pro 13-inch Retina display 16GB RAM 256GB 29Ghz i5 Flash (MF840Y / A).,2009.0,1873.9898999999998,0,1282
2241,APP0968,"Apple MacBook Pro Retina 13 ""i7 3GHz | 8GB RAM | 256GB Flash",New MacBook Pro 13-inch Retina display 3GHz 8GB RAM 256GB Flash (MF840Y / A).,2009.0,1873.9898999999998,0,1282
2242,APP0969,"Apple MacBook Pro Retina 13 ""i7 3GHz | RAM 16GB | 256GB Flash",New MacBook Pro 13-inch Retina Display i7 3GHz 16GB RAM 256GB Flash (MF840Y / A).,2249.0,2098.9894,0,1282
2243,APP0970,"Apple MacBook Pro Retina 13 ""i5 29 Ghz | 8GB RAM | 512GB Flash",New MacBook Pro 13-inch Retina screen i5 512GB RAM 8GB Flash 29Ghz (MF841Y / A).,1999.0,1872.5839,0,1282
2244,APP0971,"Apple MacBook Pro Retina 13 ""i5 29 Ghz | RAM 16GB | 512GB Flash",New MacBook Pro 13-inch Retina display 16GB RAM 512GB 29Ghz i5 Flash (MF841Y / A).,2239.0,2095.5845,0,1282
2245,APP0972,"Apple MacBook Pro Retina 13 ""i5 29 Ghz | 8GB RAM | 1TB Flash",New MacBook Pro 13-inch Retina screen i5 8GB RAM 1TB 29Ghz Flash (MF841Y / A).,2599.0,24.249899999999997,0,1282
2246,APP0973,"Apple MacBook Pro Retina 13 ""i5 29 Ghz | 16GB RAM | 1TB Flash",New MacBook Pro 13-inch Retina display 16GB RAM 1TB 29Ghz i5 Flash (MF841Y / A).,2839.0,2648.9901,0,1282
2247,APP0974,"Apple MacBook Pro Retina 13 ""i7 3GHz | 8GB RAM | 512GB Flash",New MacBook Pro Retina 13-inch screen 8GB RAM 512GB i7 3GHz Flash (MF841Y / A).,2209.0,20.619899999999998,0,1282
2248,APP0975,"Apple MacBook Pro Retina 13 ""i7 3GHz | RAM 16GB | 512GB Flash",New MacBook Pro 13-inch Retina Display i7 3GHz 16GB RAM 512GB Flash (MF841Y / A).,2449.0,2292.5846,0,1282
2249,APP0976,"Apple MacBook Pro Retina 13 ""i7 3GHz | 8GB RAM | 1TB Flash",New MacBook Pro 13-inch Retina Display i7 3GHz Flash 8GB RAM 1TB (MF841Y / A).,2809.0,2621.9901,0,1282
2250,APP0977,"Apple MacBook Pro Retina 13 ""i7 3GHz | 16GB RAM | 1TB Flash",New MacBook Pro 13-inch Retina Display i7 3GHz 16GB RAM 1TB Flash (MF841Y / A).,3049.0,2845.9902,0,1282
2251,GRT0364,Adidas armband Griffin iPhone 7 Plus / 6s Plus / 6 Plus Black / Red,Bracelet sport and activity screensaver for iPhone 7 Plus / 6s Plus / 6 Plus.,29.99,21.9905,0,5405
